,index,Lat,Lng,City,Country,Temp,Humidity,Date,Wind Speed,Cloudiness
321,284,9.246462634032497,57.70237839725888,bandarbeyla,so,80.12,82,1527822026,21.5,92.0
322,82,21.031996143630593,67.69439643091025,dwarka,in,87.8,58,1527818400,8.05,0.0
323,1490,-23.740594148259518,27.360051301469326,ellisras,za,58.43,70,1527822027,2.15,20.0
324,1299,53.864830753634095,-65.01513387463173,havre-saint-pierre,ca,50,71,1527818400,5.82,20.0
325,956,14.106563706357605,45.499656071091295,yarim,ye,57.62,51,1527822028,2.59,0.0
327,159,36.84724623804824,40.559903027655736,mardin,tr,62.6,77,1527822000,9.17,0.0
328,1085,24.708474365524324,98.92183876015804,dali,cn,62.93,98,1527822029,2.26,68.0
329,142,24.719601430816482,21.224805760871448,jalu,ly,67.25,41,1527822029,4.27,0.0
330,999,22.03637007091379,-96.17554950574456,tamiahua,mx,83.36,92,1527822029,11.77,0.0
331,1014,-28.5831511631255,114.36402174127005,geraldton,au,39.2,93,1527818400,12.75,90.0
332,468,21.23894059411063,-133.8253575876194,lompoc,us,57.2,58,1527820500,11.41,1.0
333,14,-4.2628475083731985,105.09718188096616,metro,id,85.43,76,1527821944,7.63,80.0
334,450,68.72996710532027,10.871040778273112,sorland,no,46.01,100,1527822031,10.76,88.0
335,1093,12.422533375487987,7.278325444644963,katsina,ng,77.42,66,1527822031,8.75,0.0
336,113,33.58429614693425,16.766626306000063,misratah,ly,69.68,90,1527822031,9.53,0.0
337,1020,59.39555618739897,-136.1555174083473,whitehorse,ca,53.6,54,1527818400,4.7,75.0
338,689,19.79856310502339,-86.87592557140032,tulum,mx,80.6,83,1527817320,4.7,75.0
339,151,40.40558522798224,64.72993069357639,romitan,uz,68,32,1527820200,4.7,0.0
340,161,46.04942701544681,93.11944728755202,hami,cn,69.5,39,1527822032,9.53,0.0
341,1250,55.68807367648904,-111.25473810987249,bonnyville,ca,53.6,66,1527818400,6.93,75.0
343,87,-65.74248294151751,135.91735875921296,new norfolk,au,53.6,62,1527818400,9.17,40.0
344,1442,26.71867025128185,17.826166793575794,waddan,ly,73.46,38,1527822033,5.61,8.0
345,835,60.34188247283214,119.8320322818301,suntar,ru,73.82,35,1527822033,9.53,24.0
346,1070,9.513977878981436,12.710557818121572,jimeta,ng,72.02,89,1527822033,2.59,12.0
347,1289,53.611462263411795,71.93853289945585,poltavka,ru,66.8,41,1527822034,13.33,56.0
348,504,-10.658997010657714,-28.24274642404609,olinda,br,73.4,78,1527818400,17.22,40.0
349,309,13.10606411108057,-47.66950378020064,sinnamary,gf,76.7,100,1527822034,14.45,64.0
350,786,28.428027827207544,2.7109440171052483,adrar,dz,87.8,20,1527818400,13.87,40.0
351,244,42.494351545795155,-121.53687357490949,altamont,us,68,88,1527821700,6.93,1.0
352,701,67.6736356809742,22.385198074965444,kautokeino,no,49.97,76,1527822035,7.07,8.0
353,1432,52.89340503281443,120.95662585388482,amazar,ru,73.64,56,1527822035,4.72,0.0
354,378,62.42439531282608,-73.4882081575332,iqaluit,ca,28.4,74,1527818400,10.29,90.0
355,885,28.262980261110357,-105.2278037672008,jimenez,mx,80.6,88,1527818400,3.36,40.0
356,1002,-24.61286273857195,171.55637748088964,vao,nc,48.44,62,1527822036,3.83,0.0
357,556,4.549695773492829,160.28315817896777,namatanai,pg,82.46,100,1527822036,5.61,48.0
358,320,9.267119910332838,-163.7428233587712,makakilo city,us,84.2,78,1527820920,11.41,40.0
359,1219,47.69529087587827,-123.56572046513725,port angeles,us,62.6,71,1527818400,14.99,1.0
360,125,-35.68377802173116,34.46638285492622,margate,za,53.6,62,1527818400,9.17,40.0
361,615,25.63370170117696,145.62038290795988,katsuura,jp,69.8,64,1527818400,3.36,40.0
362,872,26.24748363904058,-98.55539963228927,gustavo diaz ordaz,mx,82.4,18,1527817680,6.93,90.0
363,229,63.88680975387899,118.23982062426188,nyurba,ru,74,33,1527822038,10.42,0.0
364,740,-15.255834085962874,143.3252753257433,mareeba,au,78.8,39,1527818400,21.92,0.0
365,263,35.48844176586866,112.63977813469933,xixiang,cn,91.4,55,1527820200,8.05,20.0
369,91,27.02586512997658,109.62490489579312,hongjiang,cn,64.46,100,1527822039,3.38,92.0
370,354,-43.728877013098966,174.01123776871827,christchurch,nz,50,66,1527820200,1.12,24.0
371,458,-33.91226252015042,145.84040583867323,griffith,au,55.28,78,1527822039,7.4,0.0
372,3,-64.39303439932257,91.10575689261668,busselton,au,57.8,100,1527822017,3.6,80.0
373,1115,54.98554165483668,-116.56567005432524,high prairie,ca,55.1,55,1527822040,7.74,48.0
374,700,-0.10693928648336737,-65.02856577117598,santa isabel do rio negro,br,73.73,99,1527822040,5.61,92.0
375,773,53.37004184358071,104.77591813960885,ust-ordynskiy,ru,57.2,58,1527820200,24.61,75.0
376,38,31.791399453525827,-49.838706293456966,saint george,bm,60.8,59,1527817800,5.82,0.0
377,515,-23.59929160339607,64.54012197662544,bambous virieux,mu,68,82,1527818400,2.24,20.0
379,970,-0.9694446964208367,-10.993792665755421,harper,lr,89.6,42,1527819300,6.93,1.0
380,260,-3.001285354089447,48.835494605387794,mogadishu,so,77.78,100,1527821838,13.89,76.0
381,1068,-24.8142422669265,126.8885371854629,yulara,au,62.6,21,1527818400,9.17,0.0
382,43,24.362159708363805,-176.28440403963762,kapaa,us,78.8,83,1527818160,13.87,40.0
383,1305,-32.03772012510362,-55.48558112470619,tacuarembo,uy,54.02,99,1527821770,13.67,92.0
384,1388,-35.60709711743599,-60.44694828934955,veinticinco de mayo,ar,64.1,100,1527822042,2.59,92.0
385,711,13.518110479414744,-70.04618782268774,oranjestad,aw,80.6,83,1527818400,20.8,40.0
386,63,40.7893492236673,-109.48809200118728,green river,us,69.8,10,1527818040,23.04,1.0
387,186,64.86328454011777,155.50969392539952,dukat,ru,49.16,77,1527822043,2.37,0.0
388,205,-39.319230939336805,136.41283079335682,victor harbor,au,59,38,1527818400,9.17,0.0
389,388,5.391478133744869,90.89352540223626,banda aceh,id,85.52,72,1527822043,1.59,64.0
390,211,33.20109010951937,-134.03317246460307,fortuna,us,62.6,88,1527820200,2.26,20.0
391,1383,65.55695180036733,101.43045469626071,tura,ru,76.43,93,1527822044,3.38,92.0
392,196,-30.096208670668986,16.532376724445243,springbok,za,46.4,87,1527819540,16.11,75.0
393,412,-32.05854683482845,47.46685729225106,ambovombe,mg,63.2,100,1527822044,6.73,0.0
394,1406,32.00041969971478,116.35221938826811,luan,cn,59,82,1527819600,1.12,75.0
395,1206,6.931038666819191,22.643704681873004,bria,cf,65.36,93,1527822045,2.37,44.0
396,96,68.84430117304288,-101.88375946438944,thompson,ca,44.6,70,1527818400,3.36,90.0
397,514,59.12670051075611,104.61405776035582,rudnogorsk,ru,58.7,58,1527822045,14,92.0
398,313,-41.93114461449674,29.967880774506597,port alfred,za,61.31,81,1527822046,13.44,0.0
401,780,53.98683892651425,22.97765028657807,suwalki,pl,58.43,47,1527822046,12.66,0.0
402,1137,62.7930546126031,39.86647505359389,oksovskiy,ru,39.8,61,1527822046,8.19,0.0
403,32,78.71059587069345,145.8163464794386,chokurdakh,ru,31.52,100,1527822047,6.85,12.0
404,598,20.332522953975186,61.10534531220935,sur,om,89.48,76,1527822047,4.5,0.0
405,1129,24.02755082759475,-124.46046482941529,san quintin,mx,89.6,75,1527818400,6.93,20.0
406,139,76.84472017338337,169.26106557664252,pevek,ru,37.91,81,1527822047,20.49,20.0
407,392,11.147158985703527,35.71587012755569,bure,et,71.75,78,1527822048,3.27,8.0
408,112,-30.41933562275475,168.59742561897718,ahipara,nz,61.4,84,1527822048,17.47,12.0
409,668,57.181401559888656,74.72704659019757,tara,ru,77,53,1527820200,18.34,20.0
410,807,32.534197472258086,-125.97123591092615,pacific grove,us,60.8,62,1527820500,14.99,1.0
411,1457,42.689656069708974,72.54513736152771,talas,kg,51.8,93,1527819600,2.93,75.0
412,1454,19.166290011492976,42.14150288442974,abha,sa,69.8,49,1527818400,1.36,0.0
413,808,35.28045407021324,141.25395175812037,hasaki,jp,75.2,53,1527818400,9.17,20.0
414,394,54.003390981224754,83.46008199297131,talmenka,ru,57.2,44,1527820200,15.66,0.0
415,353,67.90878021837537,-60.409795573754906,pangnirtung,ca,25.22,89,1527822049,12.66,88.0
416,37,-16.706196695314148,107.01753233690539,srandakan,id,83.9,60,1527822050,4.16,0.0
418,198,-16.57599719421775,122.86396190601181,broome,au,59,93,1527819360,3.36,90.0
419,135,-0.0849397318706906,37.46084820237235,meru,ke,60.05,93,1527822051,2.59,56.0
420,17,9.891853498206942,21.405120849475196,birao,cf,73.28,91,1527822051,3.04,12.0
421,325,46.01989933344274,-20.478528895766914,vila franca do campo,pt,64.4,82,1527820200,9.17,75.0
422,402,52.46483111275316,-51.37154550549246,bonavista,ca,38.72,94,1527822051,18.59,92.0
423,1391,2.9710522479377346,36.62584005240885,lodwar,ke,68.78,97,1527822052,3.83,44.0
425,1392,-0.436596451030141,141.60800978036787,vanimo,pg,78.05,100,1527822052,12.21,92.0
426,330,49.33738729960339,122.077936004506,yakeshi,cn,74.63,60,1527822052,13.22,8.0
427,81,0.022134417404657825,-4.655916120334155,san-pedro,ci,77.6,96,1527822053,2.71,92.0
428,319,-18.839904360950968,156.54229216872358,yeppoon,au,68,28,1527818400,10.29,0.0
429,39,-70.31477331255525,-112.01251336761905,punta arenas,cl,42.8,70,1527818400,11.41,20.0
430,865,-4.061071718630387,128.09860568877986,ambon,id,60.8,87,1527820200,4.7,90.0
431,578,16.292500589885563,-76.5029310398859,morant bay,jm,84.2,74,1527818400,12.75,40.0
432,33,-2.2138453565193004,33.79582662965626,bunda,tz,68.42,100,1527822054,8.97,88.0
433,881,-40.716525070249794,-89.64473461965574,ancud,cl,35.39,87,1527822057,6.17,0.0
435,560,-29.481052705853493,145.14658658409002,dubbo,au,55.4,43,1527818400,9.17,0.0
436,672,-14.81826985145517,106.72462789454147,kawalu,id,75.62,73,1527822061,2.71,8.0
437,562,63.56946674100814,34.94022326258107,nadvoitsy,ru,43.58,58,1527822061,4.05,64.0
438,102,30.282610957285826,91.60269465982799,lasa,cn,68,82,1527820200,4.7,20.0
439,109,41.476274296599456,4.3614537025380855,palafrugell,es,57.2,100,1527820200,2.82,20.0
441,208,-44.345752624418935,158.44022731813118,te anau,nz,44.12,91,1527822062,0.69,0.0
443,357,54.97399770344873,-130.9893533516519,ketchikan,us,59,41,1527818160,14.99,1.0
444,116,40.95689999465776,130.23602229365963,khasan,ru,60.86,72,1527822063,5.61,0.0
445,1334,2.8211357256682135,12.101577913881613,sangmelima,cm,69.86,99,1527822063,2.48,92.0
446,1011,53.79447522140643,-66.86647912743409,sept-iles,ca,48.2,66,1527818400,2.24,20.0
447,733,43.6974366584044,110.0134523715272,erenhot,cn,78.68,54,1527822063,7.63,0.0
449,318,-22.383386496539828,168.4858369461803,tadine,nc,75.98,94,1527822064,8.75,0.0
450,981,16.511640690871545,87.42588288289915,puri,in,82.91,61,1527822064,3.38,12.0
451,141,-8.046911886874682,-63.43419273518204,humaita,br,50,87,1527818400,9.17,90.0
452,218,20.722531612290055,73.86327602372413,ahwa,in,83.81,80,1527822064,5.95,36.0
453,1041,43.83234956700434,52.61628620042234,zhanaozen,kz,61.58,76,1527822065,2.04,100.0
454,359,-12.424097881150487,141.0979158828764,morehead,pg,66.2,93,1527818940,6.4,40.0
455,1480,-3.3657206449206996,-52.95605868678999,altamira,br,76.7,87,1527822066,3.71,0.0
456,857,17.430003050193775,13.328549063943484,bilma,ne,69.32,25,1527822066,2.71,0.0
457,1074,-4.851972628612529,-64.74141298035943,tefe,br,71.21,97,1527822010,2.71,0.0
459,107,35.90809224319419,104.41506617972647,lanzhou,cn,60.8,51,1527818400,4.47,0.0
460,418,82.31686328682031,-103.49437245794792,yellowknife,ca,48.2,31,1527818400,8.05,20.0
461,372,75.50980029408478,-138.93157383021915,aklavik,ca,57.2,50,1527818400,5.82,75.0
462,771,44.00342784552387,135.4145399610665,olga,ru,71.6,52,1527818280,9.17,20.0
466,854,-31.067034096284942,161.37924975144244,ballina,au,57.17,92,1527822067,1.92,20.0
467,1013,-11.924203423074445,126.10936379803769,soe,id,44.6,75,1527821400,2.71,0.0
468,56,36.142213841648626,-4.787430746071806,marbella,es,68,72,1527820200,6.93,0.0
469,454,-24.11587082474466,-32.134218115998095,vila velha,br,80.6,78,1527822000,13.87,75.0
470,584,-30.58517741168967,-73.86732582257659,coquimbo,cl,50,87,1527818400,1.12,0.0
471,160,3.323760632500978,70.16294505302818,kudahuvadhoo,mv,83.9,100,1527822069,15.35,8.0
472,510,-40.10366492320998,143.983570581118,colac,au,55.73,75,1527822069,2.82,0.0
473,1008,-6.945819069873039,150.3610742193519,kandrian,pg,78.95,90,1527822069,8.19,92.0
474,1317,-6.033795806880775,14.181147956623562,matadi,cd,72.92,95,1527822069,5.84,76.0
475,191,-39.156331060670425,-71.02598903259937,villarrica,cl,22.79,85,1527822070,2.48,0.0
477,1036,-9.726343399683842,-156.729663164568,faanui,pf,81.56,100,1527822070,11.21,68.0
478,744,-17.151152488667705,160.07435110429861,poum,nc,51.32,93,1527822070,2.59,0.0
479,839,42.80563379895639,-1.9547966145825058,baranain,es,62.6,100,1527820200,1.12,40.0
481,800,30.71512083646857,44.79394084461302,baghdad,iq,78.8,39,1527818400,10.29,0.0
482,158,85.09519924494484,18.474400582147098,longyearbyen,sj,35.6,93,1527817800,6.93,75.0
483,1155,-17.826455543986654,-153.3686896043377,vaitape,pf,81.2,100,1527822071,9.08,44.0
484,634,51.77460518551416,-52.980208611196716,saint anthony,ca,57.2,71,1527818160,8.05,40.0
485,192,37.29630209707008,-51.96088849318167,saint-pierre,pm,60.8,93,1527820200,6.93,90.0
486,1464,-25.43958696994642,-63.54475984743584,san pedro,ar,50.15,98,1527822073,16.46,64.0
487,725,-20.377448772987137,112.34120044576605,karratha,au,82.55,41,1527822074,4.61,0.0
488,433,-19.76476860221925,40.3100008005126,angoche,mz,76.16,100,1527822074,10.87,36.0
490,115,-9.552540556348092,71.68684977429976,hithadhoo,mv,84.71,100,1527822074,15.46,32.0
491,68,-47.974200566649266,-78.53392003157734,coihaique,cl,26.6,100,1527818400,1.92,36.0
492,153,-63.47958721878999,169.79956310453588,bluff,nz,66.98,32,1527822075,8.75,0.0
493,582,52.50270692869546,-109.54713963764597,unity,ca,57.62,66,1527822075,10.31,92.0
495,1477,61.668662099521185,53.38561163721596,ust-kulom,ru,33.68,73,1527822075,11.99,88.0
496,973,0.24075169272663288,135.66881080106089,biak,id,77.78,100,1527822076,4.83,88.0
497,758,15.593674185590913,33.301670364312116,wad rawah,sd,75.62,85,1527822076,3.27,20.0
498,1,-78.53338072618202,-83.70573809067587,ushuaia,ar,42.8,70,1527818400,36.91,20.0
499,1266,63.506308005147474,93.95870046619854,baykit,ru,47,59,1527822076,7.52,80.0
500,779,56.37237771217522,109.21400149106842,nizhneangarsk,ru,61.85,63,1527822077,2.15,56.0
502,350,25.88331985655431,45.515230486687955,buraydah,sa,86,22,1527818400,5.82,40.0
503,273,-50.76341792015828,-26.99856852329725,cidreira,br,63.11,98,1527822077,8.41,92.0
504,127,45.782547159976446,40.189479037699044,alekseyevskaya,ru,66.53,44,1527822077,8.19,68.0
505,310,22.935092677875403,31.237860498566647,aswan,eg,69.68,44,1527822078,2.59,0.0
506,227,7.9528905827324365,-45.03599375444571,saint-georges,gf,68.51,60,1527822078,5.39,12.0
507,123,-65.3535426037182,178.3446083684604,kaitangata,nz,45.83,70,1527822078,4.94,0.0
508,146,-8.185557128522106,57.90787626094669,victoria,sc,80.6,83,1527818400,8.05,75.0
509,201,0.8777293740681387,160.18492210370664,kieta,pg,82.01,98,1527822079,4.72,80.0
510,671,24.849940861577707,52.89935392024546,doha,qa,89.6,59,1527818400,5.82,0.0
511,1399,23.101626041337468,15.30024126599477,marzuq,ly,72.65,53,1527822079,1.36,68.0
512,92,49.47705176854396,-145.5344033186334,kodiak,us,82.4,61,1527817980,3.36,1.0
514,596,60.79164518100626,-153.09203071863354,kenai,us,53.6,71,1527818160,5.82,75.0
515,1177,-13.492780091311744,-53.164654653371755,barra do garcas,br,65.9,75,1527822080,5.95,0.0
516,486,-17.822780286785488,29.3515467627835,kadoma,zw,49.79,81,1527822080,2.82,8.0
517,1126,41.12925103304704,-5.348117158944007,santa marta de tormes,es,46.64,91,1527822081,2.93,12.0
518,1102,59.40915933620823,97.74627853401307,boguchany,ru,51.77,74,1527822081,11.1,64.0
519,652,52.11777389241328,146.05308154166556,katangli,ru,55.64,49,1527822081,11.43,0.0
522,1341,7.525587172095641,-87.1402989231231,nicoya,cr,80.6,88,1527818400,4.7,75.0
523,868,-50.807043120095884,163.285141853825,tuatapere,nz,49.61,100,1527822082,3.27,0.0
524,693,-49.88472781745998,-66.46673438866733,rio gallegos,ar,39.2,55,1527818400,16.11,0.0
525,193,13.034212627440354,-51.091436681731864,mana,gf,55.4,93,1527820200,3.27,0.0
526,34,-42.42990376284696,-178.0981061883799,vaini,to,78.68,88,1527822082,3.04,44.0
527,564,-14.639693320739823,108.1795122228848,bambanglipuro,id,83.9,60,1527822083,4.16,0.0
528,992,9.834407878785342,88.16068499301133,port blair,in,80.3,100,1527822083,15.23,88.0
529,172,85.23737050529218,77.45952770740496,dikson,ru,28.73,100,1527822083,4.05,56.0
530,479,48.62253745084317,-125.5751946882813,ucluelet,ca,52.22,65,1527822083,2.15,0.0
531,1483,-25.230239907283718,39.51802280738437,inhambane,mz,67.79,100,1527822084,10.87,0.0
532,464,11.32539471300261,129.20648816096303,sulangan,ph,83.9,100,1527822084,4.94,36.0
535,324,-21.538575206994167,30.4075491014342,beitbridge,zw,55.28,86,1527822084,4.38,0.0
536,1203,-14.396031950001856,6.0892152834001365,namibe,ao,72.11,100,1527822085,12.66,0.0
538,1476,55.54519042302621,-106.98508492553593,la ronge,ca,46.4,87,1527818400,11.41,90.0
540,684,62.17632127550425,-53.0706248893473,nuuk,gl,41,80,1527821400,58.61,92.0
541,900,8.597509134353047,11.982468689426895,jalingo,ng,68.06,82,1527822086,6.96,8.0
542,910,60.313528349877856,30.438405420420253,leskolovo,ru,46.4,61,1527820200,2.24,0.0
543,834,41.66975646060473,80.52210513930874,aksu,cn,64.4,39,1527820200,17.9,0.0
544,1012,-3.6259513723151144,109.43682878586714,manggar,id,85.79,87,1527822086,4.05,20.0
545,104,1.6253385702674166,5.770050021102918,abonnema,ng,70.85,96,1527822087,2.82,36.0
547,1107,73.02546107725124,-120.18408841407569,norman wells,ca,71.6,24,1527818400,12.75,75.0
548,1031,-32.743691369338734,-44.203055358988934,laguna,br,93.2,9,1527817380,6.93,20.0
549,89,-85.04638221729195,-148.67638667919906,mataura,pf,45.92,73,1527822088,4.61,0.0
550,261,-3.5233723333503235,-113.15226736861557,puerto ayora,ec,73.1,100,1527822088,11.1,0.0
551,923,56.10419276577133,121.63327042555363,khani,ru,62.6,93,1527820200,4.7,90.0
552,534,34.287746832396124,60.78488702280481,taybad,ir,74.18,33,1527822088,5.17,12.0
553,962,36.808584135611724,51.685161491439885,chalus,ir,66.2,77,1527818400,1.14,40.0
554,1015,50.384547532002784,-82.90482201386757,hearst,ca,42.14,99,1527822089,10.98,92.0
555,179,2.4155609959270663,-1.2918078853029158,takoradi,gh,79.13,100,1527822089,5.95,0.0
556,1393,-38.73815544897434,165.09093632148205,hokitika,nz,52.13,97,1527822089,2.15,0.0
557,1246,64.87048594317383,67.46179191780243,aksarka,ru,33.23,96,1527822089,23.29,92.0
558,782,3.1016710829231613,112.55432274090845,bintulu,my,82.4,78,1527818400,5.82,75.0
559,1086,1.022745118238447,112.98343445490013,kapit,my,79.76,87,1527822090,2.04,76.0
561,1475,-38.91725760059517,-43.84911245114381,rio grande,br,63.38,98,1527821867,12.88,92.0
562,1001,-29.5019587192088,138.31110554156197,port augusta,au,64.4,36,1527818400,9.17,56.0
563,644,52.13040950230868,128.94863962573328,svobodnyy,ru,42.59,42,1527822097,9.75,0.0
564,1196,-37.83949498552884,-73.55592420798129,canete,cl,57.2,100,1527819600,1.12,90.0
565,604,30.751593956585936,45.94044628248062,khorramshahr,ir,89.6,31,1527818400,4.7,12.0
566,254,-5.633848061689548,-39.26776552693369,senador pompeu,br,77.87,61,1527822098,8.52,64.0
567,286,-21.866818712570648,173.1844097825782,isangel,vu,75.98,100,1527822101,6.51,100.0
568,1435,-39.19659725251517,176.0697332224317,turangi,nz,47.45,99,1527822102,3.71,0.0
569,252,59.06723002965825,-137.73697134844963,haines junction,ca,47.54,32,1527822102,2.59,8.0
